6	n.	NOUN	kègsɛ̀	bı̀kègsɛ̀, màkègsɛ̀
6	n.	NOUN	jɔ̌mb	mɔ̌mb
6	n.	NOUN	jǒl	mǒl
6	n.	NOUN	jǒl	bı̀jǒl
6	n.	NOUN	hyɔ̀bi	cɔ̀bi
6	n.	NOUN	hı̀lòbà	dı̀lòbà
6	n.	NOUN	hı̀lemb	dı̀lemb
6	n.	NOUN	dinâ	_
6	n.	NOUN	ɓòbôk	bı̀ɓòbôk
6	n.	NOUN	ɓı̀ı̀bɛ̀	_
6	n.	NOUN	ɓɛ̀l	màɓɛ̀l
6	n.	NOUN	ɓaskò	bı̀ɓaskò
6	n.	NOUN	ɓas	bı̀ɓas
6	n.	NOUN	bı̀tɛmbɛɛ	_
6	n.	NOUN	bı̀kɛŋi	_
6	n.	NOUN	bı̀kɛŋi	_
6	n.	NOUN	bɛ̀ɛ̀	_
6	n.	NOUN	baskò	_
6	adv.	ADV	kòba	_
6	adv.	ADV	ɓɛ̀bɛ̀ɛ̀	_
6	adj.	ADJ	wes	_
6	adj.	ADJ	ndı̀ŋ	_
6	adj.	ADJ	ndim	ndim
6	adj.	ADJ	ndik	_
6	adj.	ADJ	m̂ɓoŋgo	mı̀mɓoŋgo
6	adj.	ADJ	m̂ɓa	mı̀mɓa
6	adj.	ADJ	maŋ	mı̀maŋ ? maŋga ?
6	adj.	ADJ	kùmba	_
6	adj.	ADJ	kòba	_
6	adj.	ADJ	binâ	_
5	v.	VERB	yı̀là	_
5	v.	VERB	yènɛ̀	_
5	v.	VERB	tùk	_
5	v.	VERB	tɔy	_
5	v.	VERB	top	_
5	v.	VERB	pà	_
5	v.	VERB	ɔm	_
5	v.	VERB	òò	_
5	v.	VERB	mɔm	_
5	v.	VERB	màl	_
5	v.	VERB	jòl	_
5	v.	VERB	ɓèè	_
5	v.	VERB	ɓèè	_
5	prn.	PRON	ɓěhnı̄	_
5	n.	NOUN	yòmi	_
5	n.	NOUN	yàlâk	gwàlâk
5	n.	NOUN	tǔŋ	_
5	n.	NOUN	tùk	bı̀tùk
5	n.	NOUN	tùk	bı̀tùk
5	n.	NOUN	tâs	_
5	n.	NOUN	sondâ	bı̀sondâ
5	n.	NOUN	sı̀mɛ̂t	_
5	n.	NOUN	pondı̂	bı̀pondı̂
5	n.	NOUN	pà	ɓàpà
5	n.	NOUN	òò	màòò
5	n.	NOUN	ŋ̀kùm	mı̀ŋkùm
5	n.	NOUN	ŋ̀kono	mı̀ŋkono
5	n.	NOUN	ŋkěn	ɓàkěn
5	n.	NOUN	ŋ̀gwal	ɓàŋgwal
5	n.	NOUN	ŋgòy	_
5	n.	NOUN	ŋgeŋ	ŋgeŋ
5	n.	NOUN	ŋgàŋgò	ŋgàŋgò
5	n.	NOUN	ŋgàbà	ŋgàbà
5	n.	NOUN	nyàŋ	ɓànyàŋ
5	n.	NOUN	ǹtɛ̀t	mı̀ntɛ̀t
5	n.	NOUN	ǹten	mı̀nten
5	n.	NOUN	ǹsɔ̀ŋ	mı̀nsɔ̀ŋ
5	n.	NOUN	ǹsòn	mı̀nsòn
5	n.	NOUN	ǹlɛŋ	mı̀nlɛŋ
